OBJECTID,COD_ID,NOME,BARR,SUB,PAC_INI,TEN_NOM,TEN_OPE,ATIP,RECONFIG,DIST,UNI_TR_AT,ENE_01,ENE_02,ENE_03,ENE_04,ENE_05,ENE_06,ENE_07,ENE_08,ENE_09,ENE_10,ENE_11,ENE_12,PERD_A3a,PERD_A4,PERD_B,PERD_MED,PERD_A3a_B,PERD_A4_B,PERD_B_A3a,PERD_B_A4,PNTMT_01,PNTMT_02,PNTMT_03,PNTMT_04,PNTMT_05,PNTMT_06,PNTMT_07,PNTMT_08,PNTMT_09,PNTMT_10,PNTMT_11,PNTMT_12,PNTBT_01,PNTBT_02,PNTBT_03,PNTBT_04,PNTBT_05,PNTBT_06,PNTBT_07,PNTBT_08,PNTBT_09,PNTBT_10,PNTBT_11,PNTBT_12,DESCR,PERD_A3aA4,PERD_A4A3a
"1005",DSLE-EQ-TR2,DSLE-EQ-TR2,DSLE-IB-B12-BRRIGD,DSLE,0-353-19642B58DC8M,"49",1.05,"1","0","390",DSLE-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1006",DSMA-EQ-TR1,DSMA-EQ-TR1,DSMA-IB-B12-BRRIGD,DSMA,-1201015572B58B4CM,"49",1.05,"1","0","390",DSMA-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1007",DSMA-EQ-TR2,DSMA-EQ-TR2,DSMA-IB-B12-BRRIGD,DSMA,07998015572B58B4CM,"49",1.05,"1","0","390",DSMA-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1008",DSND-EQ-TR1,DSND-EQ-TR1,DSND-IB-B12-BRRIGD,DSND,-1201015572B58DAFM,"49",1.05,"1","0","390",DSND-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1009",DSND-EQ-TR2,DSND-EQ-TR2,DSND-IB-B12-BRRIGD,DSND,07998015572B58DAFM,"49",1.05,"1","0","390",DSND-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1010",DSUM-EQ-TR2,DSUM-EQ-TR2,DSUM-IB-BR2-BRRIGD,DSUM,-4651011912B58BE6M,"49",1.05,"1","0","390",DSUM-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1011",DSUM-EQ-TR3,DSUM-EQ-TR3,DSUM-IB-BR2-BRRIGD,DSUM,01348012072B58BE6M,"49",1.05,"1","0","390",DSUM-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1012",DSUM-EQ-TR4,DSUM-EQ-TR4,DSUM-IB-BR2-BRRIGD,DSUM,05448012072B58BE6M,"49",1.05,"1","0","390",DSUM-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1013",DTAI-EQ-TR1,DTAI-EQ-TR1,DTAI-IB-B12-BRRIGD,DTAI,-1201015572B58B7FM,"49",1.05,"1","0","390",DTAI-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1014",DTAI-EQ-TR2,DTAI-EQ-TR2,DTAI-IB-B12-BRRIGD,DTAI,07998015572B58B7FM,"49",1.05,"1","0","390",DTAI-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1015",DTAM-EQ-TR1,DTAM-EQ-TR1,DTAM-IB-B12-BRRIG1,DTAM,07998015572B58AF2M,"49",1.05,"1","0","390",DTAM-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1016",DTAM-EQ-TR2,DTAM-EQ-TR2,DTAM-IB-B12-BRRIG1,DTAM,-1201015572B58AF2M,"49",1.05,"1","0","390",DTAM-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1017",DTED-EQ-TR1,DTED-EQ-TR1,DTED-CT-TR5-BRRIG1,DTED,10940022212B58C0DM,"49",1.05,"1","0","390",DTED-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1018",DTED-EQ-TR2,DTED-EQ-TR2,DTED-CT-TR5-BRRIG1,DTED,-6818022212B58C0DM,"49",1.05,"1","0","390",DTED-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1019",DTED-EQ-TR3,DTED-EQ-TR3,DTED-CT-TR5-BRRIG1,DTED,01767022212B58C0DM,"49",1.05,"1","0","390",DTED-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1020",DTED-EQ-TR4,DTED-EQ-TR4,DTED-CT-TR5-BRRIG1,DTED,07167022212B58C0DM,"49",1.05,"1","0","390",DTED-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1021",DTED-EQ-TR5,DTED-EQ-TR5,DTED-CT-TR5-BRRIG1,DTED,33140014182B58C0DM,"59",1.05,"1","0","390",DTED-EQ-TR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1022",DTED-EQ-TR6,DTED-EQ-TR6,DTED-CT-TR5-BRRIG1,DTED,24340014182B58C0DM,"59",1.05,"1","0","390",DTED-EQ-TR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1023",DTED-EQ-TR7,DTED-EQ-TR7,DTED-CT-TR5-BRRIG1,DTED,22820015212B58C0DM,"72",1.05,"1","0","390",DTED-EQ-TR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1024",DTED-EQ-TR8,DTED-EQ-TR8,DTED-CT-TR5-BRRIG1,DTED,17520015212B58C0DM,"72",1.05,"1","0","390",DTED-EQ-TR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1025",DTIR-EQ-TR1,DTIR-EQ-TR1,DTIR-IB-B12-BRFLE1,DTIR,01652050152B58E15M,"49",1.05,"1","0","390",DTIR-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1026",DTIR-EQ-TR2,DTIR-EQ-TR2,DTIR-IB-B12-BRFLE1,DTIR,-4922050152B58E15M,"49",1.05,"1","0","390",DTIR-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1027",DTIR-EQ-TR3,DTIR-EQ-TR3,DTIR-IB-B12-BRFLE1,DTIR,12922050152B58E15M,"49",1.05,"1","0","390",DTIR-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1028",DTMO-EQ-TR1,DTMO-EQ-TR1,DTMO-IB-B12-BRRIGD,DTMO,-1201015572B58D34M,"49",1.05,"1","0","390",DTMO-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1029",DTMO-EQ-TR2,DTMO-EQ-TR2,DTMO-IB-B12-BRRIGD,DTMO,07998015572B58D34M,"49",1.05,"1","0","390",DTMO-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1030",DTMR-EQ-TR1,DTMR-EQ-TR1,DTMR-IB-B12-BRRIGD,DTMR,-1201015572B58AEAM,"49",1.05,"1","0","390",DTMR-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1031",DTMR-EQ-TR2,DTMR-EQ-TR2,DTMR-IB-B12-BRRIGD,DTMR,07998015572B58AEAM,"49",1.05,"1","0","390",DTMR-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1032",DTSE-EQ-TR1,DTSE-EQ-TR1,DTSE-IB-BMT-BRRIGD,DTSE,07465036732B58B4DM,"49",1.05,"1","0","390",DTSE-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1033",DTSE-EQ-TR2,DTSE-EQ-TR2,DTSE-IB-BMT-BRRIGD,DTSE,01165036622B58B4DM,"49",1.05,"1","0","390",DTSE-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1034",DTSE-EQ-TR3,DTSE-EQ-TR3,DTSE-IB-BMT-BRRIGD,DTSE,-5129036702B58B4DM,"49",1.05,"1","0","390",DTSE-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1035",DTTI-EQ-TR1,DTTI-EQ-TR1,DTTI-CT-TR1-BRFLE1,DTTI,-1201015572B58D2FM,"49",1.05,"1","0","390",DTTI-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1036",DTTI-EQ-TR2,DTTI-EQ-TR2,DTTI-CT-TR1-BRFLE1,DTTI,07998015572B58D2FM,"49",1.05,"1","0","390",DTTI-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1037",DTUC-EQ-TR1,DTUC-EQ-TR1,DTUC-IB-B12-BRRIGD,DTUC,07167022212B58CD8M,"49",1.05,"1","0","390",DTUC-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1038",DTUC-EQ-TR2,DTUC-EQ-TR2,DTUC-IB-B12-BRRIGD,DTUC,01767022212B58CD8M,"49",1.05,"1","0","390",DTUC-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1039",DTUC-EQ-TR3,DTUC-EQ-TR3,DTUC-IB-B12-BRRIGD,DTUC,-5540022212B58CD8M,"49",1.05,"1","0","390",DTUC-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1040",DTUC-EQ-TR4,DTUC-EQ-TR4,DTUC-IB-B12-BRRIGD,DTUC,10940022212B58CD8M,"49",1.05,"1","0","390",DTUC-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1041",DUSP-EQ-TR1,DUSP-EQ-TR1,DUSP-IB-BR3-BRFLEX,DUSP,05448012072B58B63M,"49",1.05,"1","0","390",DUSP-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1042",DUSP-EQ-TR2,DUSP-EQ-TR2,DUSP-IB-BR3-BRFLEX,DUSP,01348012072B58B63M,"49",1.05,"1","0","390",DUSP-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1043",DUSP-EQ-TR3,DUSP-EQ-TR3,DUSP-IB-BR3-BRFLEX,DUSP,-1151011572B58B63M,"49",1.05,"1","0","390",DUSP-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1044",DUTI-EQ-TR1,DUTI-EQ-TR1,DUTI-CT-ING-BRRIGD,DUTI,10940022212B58D9EM,"49",1.05,"1","0","390",DUTI-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1045",DUTI-EQ-TR2,DUTI-EQ-TR2,DUTI-CT-ING-BRRIGD,DUTI,-5540022212B58D9EM,"49",1.05,"1","0","390",DUTI-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1046",DUTI-EQ-TR3,DUTI-EQ-TR3,DUTI-CT-ING-BRRIGD,DUTI,01767022212B58D9EM,"49",1.05,"1","0","390",DUTI-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1047",DUTI-EQ-TR4,DUTI-EQ-TR4,DUTI-CT-ING-BRRIGD,DUTI,07167022212B58D9EM,"49",1.05,"1","0","390",DUTI-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1048",DVAL-EQ-TR1,DVAL-EQ-TR1,DVAL-IB-B12-BRRIGD,DVAL,07167022212B58B7AM,"49",1.05,"1","0","390",DVAL-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1049",DVAL-EQ-TR2,DVAL-EQ-TR2,DVAL-IB-B12-BRRIGD,DVAL,01767022212B58B7AM,"49",1.05,"1","0","390",DVAL-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1050",DVAL-EQ-TR3,DVAL-EQ-TR3,DVAL-IB-B12-BRRIGD,DVAL,-5540022212B58B7AM,"49",1.05,"1","0","390",DVAL-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1051",DVAL-EQ-TR4,DVAL-EQ-TR4,DVAL-IB-B12-BRRIGD,DVAL,10940022212B58B7AM,"49",1.05,"1","0","390",DVAL-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1052",DVAR-EQ-TR1,DVAR-EQ-TR1,DVAR-IB-B12-BRRIGD,DVAR,-1201015572B58BDFM,"49",1.05,"1","0","390",DVAR-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1053",DVAR-EQ-TR2,DVAR-EQ-TR2,DVAR-IB-B12-BRRIGD,DVAR,07998015572B58BDFM,"49",1.05,"1","0","390",DVAR-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1054",DVEM-EQ-TR1,DVEM-EQ-TR1,DVEM-IB-B12-BRRIG1,DVEM,-8051011912B58DA8M,"49",1.05,"1","0","390",DVEM-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1055",DVEM-EQ-TR2,DVEM-EQ-TR2,DVEM-IB-B12-BRRIG1,DVEM,-4651011912B58DA8M,"49",1.05,"1","0","390",DVEM-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1056",DVEM-EQ-TR3,DVEM-EQ-TR3,DVEM-IB-B12-BRRIG1,DVEM,01348012072B58DA8M,"49",1.05,"1","0","390",DVEM-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1057",DVEM-EQ-TR4,DVEM-EQ-TR4,DVEM-IB-B12-BRRIG1,DVEM,05448012072B58DA8M,"49",1.05,"1","0","390",DVEM-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1058",DVFO-EQ-TR1,DVFO-EQ-TR1,DVFO-IG-ING-BRRIG2,DVFO,-1201015572B58E24M,"49",1.05,"1","0","390",DVFO-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1059",DVFO-EQ-TR2,DVFO-EQ-TR2,DVFO-IG-ING-BRRIG2,DVFO,07998015572B58E24M,"49",1.05,"1","0","390",DVFO-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1060",DVGR-EQ-TR1,DVGR-EQ-TR1,DVGR-IB-B12-BRRIGD,DVGR,05533-38392B58ADAM,"62",1.05,"1","0","390",DVGR-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1061",DVGR-EQ-TR2,DVGR-EQ-TR2,DVGR-IB-B12-BRRIGD,DVGR,0-466-38392B58ADAM,"62",1.05,"1","0","390",DVGR-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1062",DVGR-EQ-TR3,DVGR-EQ-TR3,DVGR-IB-B12-BRRIGD,DVGR,02533-38392B58ADAM,"62",1.05,"1","0","390",DVGR-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1063",DVGU-EQ-TR1,DVGU-EQ-TR1,DVGU-CT-TR1-BRFLEX,DVGU,09348017212B58CF7M,"49",1.05,"1","0","390",DVGU-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1064",DVGU-EQ-TR2,DVGU-EQ-TR2,DVGU-CT-TR1-BRFLEX,DVGU,03948017212B58CF7M,"49",1.05,"1","0","390",DVGU-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1065",DVGU-EQ-TR3,DVGU-EQ-TR3,DVGU-CT-TR1-BRFLEX,DVGU,-3359017212B58CF7M,"49",1.05,"1","0","390",DVGU-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1066",DVGU-EQ-TR4,DVGU-EQ-TR4,DVGU-CT-TR1-BRFLEX,DVGU,-8759017212B58CF7M,"49",1.05,"1","0","390",DVGU-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1067",DVIT-EQ-TR1,DVIT-EQ-TR1,DVIT-IB-B12-BRRIGD,DVIT,07998015572B58DB9M,"49",1.05,"1","0","390",DVIT-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1068",DVIT-EQ-TR2,DVIT-EQ-TR2,DVIT-IB-B12-BRRIGD,DVIT,-1201015572B58DB9M,"49",1.05,"1","0","390",DVIT-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1069",DVMA-EQ-TR1,DVMA-EQ-TR1,DVMA-IB-B12-BRIGID,DVMA,00162006812B58C8AM,"49",1.05,"1","0","390",DVMA-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1070",DVMA-EQ-TR2,DVMA-EQ-TR2,DVMA-IB-B12-BRIGID,DVMA,12912007012B58C8AM,"49",1.05,"1","0","390",DVMA-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1071",DVME-EQ-TR1,DVME-EQ-TR1,DVME-IB-B12-BRRIGD,DVME,01277050152B58D56M,"49",1.05,"1","0","390",DVME-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1072",DVME-EQ-TR2,DVME-EQ-TR2,DVME-IB-B12-BRRIGD,DVME,-5222050152B58D56M,"49",1.05,"1","0","390",DVME-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1073",DVME-EQ-TR3,DVME-EQ-TR3,DVME-IB-B12-BRRIGD,DVME,12922050152B58D56M,"49",1.05,"1","0","390",DVME-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1074",DVPA-EQ-TR1,DVPA-EQ-TR1,DVPA-IB-BR1-BRRIGD,DVPA,-6406008572B58D84M,"49",1.05,"1","0","390",DVPA-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1075",DVPA-EQ-TR2,DVPA-EQ-TR2,DVPA-IB-BR1-BRRIGD,DVPA,-2406008572B58D84M,"49",1.05,"1","0","390",DVPA-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1076",DVPA-EQ-TR3,DVPA-EQ-TR3,DVPA-IB-BR1-BRRIGD,DVPA,01926008572B58D84M,"49",1.05,"1","0","390",DVPA-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1077",DVPA-EQ-TR4,DVPA-EQ-TR4,DVPA-IB-BR1-BRRIGD,DVPA,05448008572B58D84M,"49",1.05,"1","0","390",DVPA-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
