OBJECTID,COD_ID,NOME,BARR,SUB,PAC_INI,TEN_NOM,TEN_OPE,ATIP,RECONFIG,DIST,UNI_TR_AT,ENE_01,ENE_02,ENE_03,ENE_04,ENE_05,ENE_06,ENE_07,ENE_08,ENE_09,ENE_10,ENE_11,ENE_12,PERD_A3a,PERD_A4,PERD_B,PERD_MED,PERD_A3a_B,PERD_A4_B,PERD_B_A3a,PERD_B_A4,PNTMT_01,PNTMT_02,PNTMT_03,PNTMT_04,PNTMT_05,PNTMT_06,PNTMT_07,PNTMT_08,PNTMT_09,PNTMT_10,PNTMT_11,PNTMT_12,PNTBT_01,PNTBT_02,PNTBT_03,PNTBT_04,PNTBT_05,PNTBT_06,PNTBT_07,PNTBT_08,PNTBT_09,PNTBT_10,PNTBT_11,PNTBT_12,DESCR,PERD_A3aA4,PERD_A4A3a
"52",ALV0110,ALV  0110,DALV-IB-B12-BRRIGD,DALV,065670-7782B58D5DA,"49",1.045,"0","0","390",DALV-EQ-TR3,257884.9453,241650.3637,247476.5171,224997.7061,265749.7431,234724.1997,238610.9834,256994.6265,233041.4266,241774.5099,218984.7267,243033.4144,0,2435.137386,81061.24964,11179.00665,0,54757.8236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20154.63566,17710.05044,19404.27879,15612.36078,20828.55799,17384.71677,18808.63063,19501.53124,18270.59758,16456.75388,15346.22947,17707.25272, ,0,0
"53",ALV0111,ALV  0111,DALV-IB-B12-BRRIGD,DALV,10959-12632B58D5DA,"49",1.05,"0","0","390",DALV-EQ-TR5,2427100.339,2354347.675,2542249.227,2228545.587,2458606.133,2331219.714,2335010.887,2266303.099,2287044.761,2354732.7,2374250.392,2398096.301,0,441232.647,445116.2383,77305.68905,0,415303.9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189688.2752,172604.6878,199372.5596,147589.787,191619.207,172112.1498,184339.9263,171728.2481,172711.7569,159611.6076,163455.7227,173848.4101, ,0,0
"54",ALV0112,ALV  0112,DALV-IB-B12-BRRIGD,DALV,14148-12202B58D5DA,"49",1.05,"0","0","390",DALV-EQ-TR6,3847925.042,3533869.369,4006553.939,3471091.541,3683968.539,3724403.9,3693751.836,4069379.095,3800261.472,3657335.685,3700099.298,3978007.859,0,702978.4896,707627.6636,210509.9774,0,566716.3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304595.6838,262716.0392,317615.9237,259473.0085,291430.4038,281852.567,297845.0637,311871.6069,302658.539,256785.2436,268731.5715,293299.8882, ,0,0
"55",ALV0113,ALV  0113,DALV-IB-B12-BRRIGD,DALV,-85400-7622B58D5DA,"49",1.045,"0","0","390",DALV-EQ-TR1,3010445.604,2633812.746,3122019.248,2565451.646,2790769.969,2825895.62,2742735.14,2938603.532,2780289.31,2742192.047,2635959.413,2802868.414,0,623282.9449,496796.3075,125207.6758,0,416338.0332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235655.7307,193477.8832,245358.8291,174544.0139,218230.9507,209951.7884,217648.115,223415.3278,211985.7127,187352.6212,183747.8867,204050.7597, ,0,0
"56",ALV0114,ALV  0114,DALV-IB-B12-BRRIGD,DALV,14748-12622B58D5DA,"49",1.05,"0","0","390",DALV-EQ-TR6,4021641.77,3759296.73,4075364.848,3449968.245,3771199.718,3594146.607,3725758.356,3862577.17,3925978.218,3796623.754,3804933.342,3418280.641,0,1176807.703,480264.222,43269.0574,0,426081.6526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312183.2756,273559.7452,317671.9969,213837.9459,291498.2587,262867.5032,290219.245,290044.4382,287293.1097,251658.8046,251826.2981,245324.4467, ,0,0
"57",ALV0115,ALV  0115,DALV-IB-B12-BRRIGD,DALV,15348-12482B58D5DA,"49",1.045,"0","0","390",DALV-EQ-TR6,537320.2547,494861.4479,510218.1569,458897.2903,516884.3909,464628.856,488260.7431,544273.5452,549148.7932,512932.7548,488693.4669,545351.2007,0,11162.79037,160791.7517,31651.94019,0,117284.6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42068.61798,36316.7059,40064.87096,30751.31498,40326.02676,34449.6712,38573.66266,41235.71886,41625.46338,34683.86871,33424.64064,39481.40245, ,0,0
"58",AME0101,AME  0101,DAME-IB-B12-BRRIGD,DAME,01348-14392B58C82A,"49",1.05,"1","0","390",DAME-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"59",AME0102,AME  0102,DAME-IB-B12-BRRIGD,DAME,06048-14392B58C82A,"49",1.045,"0","0","390",DAME-EQ-TR1,3333830.064,2774462.285,3219886.068,2949439.256,3102753.972,2914661.654,3101338.531,3103430.98,2929191.284,3086163.47,2811146.931,3122877.278,0,320882.0596,946300.3373,148662.2739,0,500779.8977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258482.9839,201167.36,250673.9298,180516.6049,239522.5521,212609.8403,241592.983,232875.0705,213713.8172,204380.4922,186092.2599,223985.7211, ,0,0
"60",AME0103,AME  0103,DAME-IB-B12-BRRIGD,DAME,05448-14392B58C82A,"49",1.045,"0","0","390",DAME-EQ-TR1,1802287.269,1580415.828,1785271.829,1558033.35,1642284.069,1644354.792,1577493.307,1766638.475,1676833.437,1530530.38,1618191.098,1711726.329,0,80052.18186,502665.1134,85462.43706,0,372837.7261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140526.1622,115472.3672,139685.2201,100936.4694,127601.8063,121043.9223,123940.153,133358.0432,125394.3317,102852.0872,109491.9451,123337.2848, ,0,0
"61",AME0104,AME  0104,DAME-IB-B12-BRRIGD,DAME,00748-14392B58C82A,"49",1.05,"0","0","390",DAME-EQ-TR2,2697423.708,2338625.312,2621710.642,2446279.435,2587057.645,2486756.218,2520313.084,2610949.156,2450457.844,2524487.006,2312017.939,2627555.8,0,170443.8623,798701.6985,137036.7857,0,508741.3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208806.0155,169568.6363,203880.9214,148114.932,199460.3095,181120.3709,195715.5417,195570.2101,177500.1848,166544.4877,151871.4375,188141.5744, ,0,0
"62",AME0105,AME  0105,DAME-IB-B12-BRRIGD,DAME,-11760-3422B58C82A,"49",1.05,"0","0","390",DAME-EQ-TR3,1522655.981,1436273.087,1561928.414,1428150.673,1492834.035,1465752.536,1495593.374,1489097.669,1520077.699,1611327.093,1533588.974,1595446.228,0,80863.25488,357101.4484,94283.05389,0,366992.9903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120272.2419,106602.0746,123826.966,105021.2413,117927.6872,110581.1716,120246.7278,114149.8675,119929.1792,111988.4701,109724.9321,117044.5431, ,0,0
"63",AME0106,AME  0106,DAME-IB-B12-BRRIGD,DAME,-45760-3422B58C82A,"49",1.045,"0","0","390",DAME-EQ-TR4,1767822.486,1657714.37,1940987.098,1534573.677,1858032.856,1700570.537,1672414.693,1898281.515,1633955.435,1831543.769,1585549.684,1808850.965,0,93265.28696,474623.733,124287.3507,0,406504.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139701.4686,122663.911,153648.2478,111312.6534,146421.8153,127896.2817,134191.0383,145210.7362,128520.5614,126528.2818,112421.5547,132207.9309, ,0,0
"64",AME0107,AME  0107,DAME-IB-B12-BRRIGD,DAME,-17760-3422B58C82A,"49",1.05,"0","0","390",DAME-EQ-TR3,1825453.286,1641196.769,1892830.042,1567476.683,1686750.123,1625897.327,1618015.043,1681344.545,1658458.56,1734625.573,1641751.292,1857302.671,0,93786.22732,350005.1118,76922.23584,0,371178.3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147287.5346,121042.3324,153483.784,146444.0542,142038.2004,124907.237,135819.3938,130995.2431,136850.9109,140374.5351,147211.0729,146688.5231, ,0,0
"65",AME0108,AME  0108,DAME-IB-B12-BRRIGD,DAME,-39760-3422B58C82A,"49",1.05,"0","0","390",DAME-EQ-TR4,2197214.078,1924176.883,2185401.544,1992704.37,2054129.033,2019453.923,2088517.834,2113605.057,2061409.299,2155512.129,2024427.423,2238083.102,0,236042.7973,596811.2327,107547.7827,0,343779.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171385.9808,140626.6461,171049.4503,129281.4516,159787.0275,148913.0297,164243.1883,159673.6332,154482.3939,145112.9382,137616.7412,161828.1832, ,0,0
"66",AMR0101,AMR  0101,SAMR-IB-B12-BRRIGD,SAMR,007480-1422B58C0CA,"49",1.05,"1","0","390", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"67",ANA0100,ANA  0100,DANA-IB-BR1-BRRIGD,DANA,060480-1422B58B65A,"49",1.05,"1","0","390",DANA-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"68",ANA0102,ANA  0102,DANA-IB-BR1-BRRIGD,DANA,-3024-15682B58B65A,"49",1,"0","0","390",DANA-EQ-TR2,1704438.455,1575846.946,1692249.465,1375596.974,1458916.273,1420920.005,1474765.428,1568080.842,1558518.301,1592869.062,1552536.471,1426360.844,0,93708.90899,247077.5693,16311.96539,0,545545.8558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132343.9016,114583.5978,131933.6154,85458.16342,112805.1467,103923.5779,115007.0458,117785.6201,114198.5607,105645.0835,102943.1618,102388.7448, ,0,0
"69",ANA0103,ANA  0103,DANA-IB-BR1-BRRIGD,DANA,019480-1422B58B65A,"49",1.05,"0","0","390",DANA-EQ-TR3,1426749.192,1427897.395,1562534.988,1298775.892,1388235.916,1274605.88,1247657.894,1417980.241,1552080.541,1375129.355,1331723.653,1148891.014,0,306815.5669,246123.4502,3029.142512,0,228193.7931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110184.7657,103260.7399,121252.4877,76575.87416,106714.1387,92421.38607,96445.5698,105915.5892,111188.0203,90050.68521,86456.26055,82014.9758, ,0,0
"70",ANA0104,ANA  0104,DANA-IB-BR1-BRRIGD,DANA,025480-1422B58B65A,"49",1.05,"0","0","390",DANA-EQ-TR3,2837809,2649809.332,2791733.363,2261566.145,2505986.699,2385203.886,2469098.135,2612750.39,2714318.843,2540207.573,2654428.214,2827800.694,0,784049.8694,157760.5681,18772.18984,0,528024.9897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219733.2612,192247.5018,217129.559,136806.8734,193183.0391,173732.4135,191617.0999,195689.6366,196598.1397,167377.387,174004.4348,202409.4929, ,0,0
"71",ANA0105,ANA  0105,DANA-IB-BR1-BRRIGD,DANA,013480-1422B58B65A,"49",1.05,"0","0","390",DANA-EQ-TR3,736593.9457,639366.8122,712441.16,639866.3703,688826.7989,628966.0744,683973.9662,646340.0502,626344.5252,667674.7066,640403.4665,615848.2554,0,7410.170283,180314.0477,23722.44765,0,191038.2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57510.5459,46763.51498,55810.16549,41828.84535,53579.57246,46417.072,53805.67953,48827.92922,46945.87454,44857.14812,43362.69128,44458.41068, ,0,0
"72",ANA0106,ANA  0106,DANA-IB-BR1-BRRIGD,DANA,-49130-8922B58B65A,"49",1.05,"0","0","390",DANA-EQ-TR1,850116.9586,743125.8795,812308.9623,573052.6699,549445.0393,585236.1165,717612.9627,765118.2732,893244.8861,837190.2592,878862.5528,881841.8976,0,22914.41399,212715.2005,42297.59794,0,216321.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65352.48013,53518.19763,62785.98962,32258.03926,42027.11018,42136.44995,55042.66991,56879.39712,62758.1807,54231.62483,55999.35834,62656.13501, ,0,0
"73",ANA0107,ANA  0107,DANA-IB-BR1-BRRIGD,DANA,007480-1422B58B65A,"49",1.045,"0","0","390",DANA-EQ-TR3,1014498.847,920376.1354,985559.1973,829927.2059,873422.7626,832226.2922,889937.8849,962326.709,915392.7302,1005719.786,760185.481,860979.8419,0,15922.5856,218529.333,30406.0569,0,242148.8443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79476.30036,66963.10061,77089.57105,56300.8495,68632.11217,62141.05845,71809.80567,80641.28216,101155.7963,90378.93621,17058.48168,77284.75773, ,0,0
"74",ANA0108,ANA  0108,DANA-IB-BR1-BRRIGD,DANA,054480-1422B58B65A,"49",1.05,"0","0","390",DANA-EQ-TR4,210799.5139,194385.5061,211390.5573,183014.3657,256354.1854,407238.1705,438644.5277,443908.8841,483150.5642,470400.6313,410724.0569,483122.3971,0,2316.870159,58713.1814,15324.92651,0,119765.5369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16544.69199,14268.63013,16634.68902,12529.62866,20053.11971,30306.25386,34796.9471,33717.27305,36985.24598,31988.79523,28364.97331,35064.22683, ,0,0
"75",ANA0109,ANA  0109,DANA-IB-BR1-BRRIGD,DANA,048480-1422B58B65A,"49",1.05,"0","0","390",DANA-EQ-TR4,203986.6422,182688.0972,201173.9792,189384.8062,195297.2564,178119.2181,195621.478,182434.2701,194830.9423,194561.3523,216892.9662,181232.9632,0,522.59618,48514.60173,7322.759151,0,58845.48263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15914.02573,13271.33235,15748.56661,12292.61865,15178.07905,13089.40749,15411.35456,13770.8371,14556.36314,13047.56237,14708.17859,13072.77478, ,0,0
"76",ANA0110,ANA  0110,DANA-IB-BR1-BRRIGD,DANA,02134037072B58B65A,"49",1.045,"0","0","390",DANA-EQ-TR5,1966590.411,1788122.675,2221661.471,1680438.881,2013032.295,1847368.478,1887408.332,2035299.231,1807319.226,1890229.347,2020173.993,1923926.858,0,109772.2969,442689.5834,61391.77504,0,439338.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154941.1876,132195.7851,175515.6283,139015.0769,162488.0369,141386.6805,154972.2612,159507.9242,148588.5433,142062.0188,168272.6246,148963.4101, ,0,0
"77",ANA0111,ANA  0111,DANA-IB-BR1-BRRIGD,DANA,-61130-8922B58B65A,"49",1.05,"0","0","390",DANA-EQ-TR1,1012475.026,903439.5515,957856.1186,853597.0594,903271.0687,843079.0196,881267.9709,936430.8738,885609.868,917199.2745,927271.7932,893088.1356,0,31681.85946,143018.2617,30310.75484,0,285796.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80698.47572,66255.6814,75388.63573,71952.17361,70638.4098,62795.36577,70137.68706,71376.89254,68698.92242,77968.84988,76724.80368,68851.50246, ,0,0
"78",ANA0112,ANA  0112,DANA-IB-BR1-BRRIGD,DANA,042480-1422B58B65A,"49",1.05,"0","0","390",DANA-EQ-TR4,881608.3623,822499.4916,964453.0176,723987.5907,714518.0602,695577.4429,851445.2535,1028608.826,1042617.015,1031501.276,1142206.146,978263.7319,0,66701.58904,116310.1289,3869.848713,0,326661.4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68466.95405,59787.06635,75204.47139,45058.19908,55258.76361,50871.6458,66430.81379,77278.6926,76456.72932,68443.59429,75791.29021,70236.61279, ,0,0
"79",ANA0113,ANA  0113,DANA-IB-BR1-BRRIGD,DANA,-55130-8922B58B65A,"49",1.05,"1","0","390",DANA-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"80",ANB0100,ANB  0100,DANB-IB-B12-BRRIGD,DANB,-38510-6582B58C4AA,"49",1.05,"1","0","390",DANB-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"81",ANB0101,ANB  0101,DANB-IB-B12-BRRIGD,DANB,060480-1422B58C4AA,"49",1.05,"1","0","390",DANB-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"82",ANB0102,ANB  0102,DANB-IB-B12-BRRIGD,DANB,054480-1422B58C4AA,"49",1.045,"0","0","390",DANB-EQ-TR1,3410912.462,3156898.173,3421544.863,3063846.857,3241230.992,3042222.902,3150996.896,3077719.035,2963503.915,3227693.87,3305201.367,3501097.308,0,435513.6389,810135.7161,100543.0016,0,545020.9297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265770.6633,230746.7121,267840.0575,204038.9558,253115.389,224820.1549,248760.1819,233217.3381,225376.5946,222265.7244,232217.1904,256133.1551, ,0,0
"83",ANB0103,ANB  0103,DANB-IB-B12-BRRIGD,DANB,048480-1422B58C4AA,"49",1.05,"0","0","390",DANB-EQ-TR1,961495.8824,787479.4996,893563.7778,682430.6251,724760.4691,717014.9507,717661.4291,787960.8878,866130.1474,847236.1602,916109.175,802024.4625,0,16102.33086,171115.6925,22980.09687,0,276969.6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74912.64014,57458.45807,69871.66077,43767.0667,56246.8759,52728.11138,56278.20234,59397.38374,64364.42943,56643.08379,61538.04975,57774.09139, ,0,0
"84",ANB0104,ANB  0104,DANB-IB-B12-BRRIGD,DANB,025480-1422B58C4AA,"49",1.05,"0","0","390",DANB-EQ-TR2,908079.1492,723776.7227,768217.9787,579497.9121,635567.7118,631072.3717,604658.3765,681033.1001,670366.1219,744737.2648,811765.0631,665927.4902,0,14948.28017,151619.4584,14319.9457,0,246538.5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70554.13225,52658.24212,59925.86815,36217.22215,49176.64717,46199.66636,47207.48553,51189.18294,49249.58857,49467.42781,53952.8496,47833.58189, ,0,0
"85",ANB0105,ANB  0105,DANB-IB-B12-BRRIGD,DANB,-84010-6582B58C4AA,"49",1.05,"0","0","390",DANB-EQ-TR4,2076640.113,1877002.279,2072500.234,1836931.208,1953255.9,1889385.493,1899938.862,2015282.249,1867279.468,1912068.038,1961782.016,2057207.365,0,158809.2884,491510.9432,63221.57093,0,461047.1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162463.7405,137563.9714,162309.7922,120682.1189,152066.9299,139395.5647,149509.4762,152302.1246,139841.0696,126858.7609,134399.9483,148926.4511, ,0,0
"86",ANB0106,ANB  0106,DANB-IB-B12-BRRIGD,DANB,007480-1422B58C4AA,"49",1.05,"0","0","390",DANB-EQ-TR2,2061377.15,1701514.744,2024422.914,1758878.973,1822156.428,1780037.313,1437622.52,1893989.967,1834823.695,1906359.424,1817181.565,1919245.15,0,71326.44215,406625.6747,97461.77388,0,488531.3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163501.1815,126373.7847,160725.8261,126147.5655,144710.435,135370.0906,117544.9302,146401.5766,150807.1131,139823.2226,142345.669,144272.8992, ,0,0
"87",ANB0107,ANB  0107,DANB-IB-B12-BRRIGD,DANB,013480-1422B58C4AA,"49",1.045,"0","0","390",DANB-EQ-TR2,2572549.7,2402624.252,2604994.864,2361023.841,2474866.907,2395441.003,2451325.619,2565563.018,2329135.321,2478240.044,2640337.75,2735413.951,0,235427.811,612064.0412,83900.76632,0,580588.5615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199892.1066,174781.4998,203241.7298,149224.253,192063.2583,175798.2436,192327.8688,193254.6599,171807.4008,166618.5712,178783.2821,197765.1332, ,0,0
"88",ANB0108,ANB  0108,DANB-IB-B12-BRRIGD,DANB,019480-1422B58C4AA,"49",1.045,"0","0","390",DANB-EQ-TR2,1913303.069,1668597.359,1878158.978,1635837.043,1738361.767,1691699.821,1669340.455,1764820.035,1739282.299,1970411.11,1739149.786,1917896.779,0,98980.68771,458673.6048,56545.51421,0,491208.7131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147624.4605,120532.1417,145663.9301,97250.70033,133827.8826,122766.0722,129087.795,131842.7077,125336.0848,128284.1541,113737.9307,137136.7039, ,0,0
"89",ANB0109,ANB  0109,DANB-IB-B12-BRRIGD,DANB,042480-1422B58C4AA,"49",1.05,"0","0","390",DANB-EQ-TR1,2592146.822,2171010.373,2596045.85,2069164.869,2164592.148,2220248.787,2158551.035,2339715.385,2527760.119,2385592.571,2455193.437,2456131.771,0,149184.1406,492342.5395,74128.28193,0,686972.6381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202332.946,158624.7706,203319.6991,134948.1175,168323.1643,163729.0313,169806.3878,176707.0517,189261.7066,160177.5206,166162.2764,177262.4338, ,0,0
"90",ANB0110,ANB  0110,DANB-IB-B12-BRRIGD,DANB,-75010-6582B58C4AA,"49",1.045,"0","0","390",DANB-EQ-TR4,2078315.53,1746919.424,1989362.392,1791351.84,1779404.162,1717374.223,1736586.733,1862964.497,1728972.132,1929051.45,2025525.94,1968491.826,0,87129.5852,405977.1423,62710.00318,0,492060.3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163538.7793,128917.0492,157130.0854,134351.4464,141537.2198,129908.1279,141204.7071,143663.8435,140240.9595,138903.7234,152477.9613,146843.3817, ,0,0
"91",ANB0111,ANB  0111,DANB-IB-B12-BRRIGD,DANB,-70510-6582B58C4AA,"49",1.045,"0","0","390",DANB-EQ-TR3,2025909.862,1894312.601,2055099.866,1857848.489,1915725.967,1970089.704,1920481.76,1942748.753,1742089.812,1916793.466,1886137.647,1893102.747,0,124101.7106,511085.002,71755.54848,0,439545.0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158133.3953,138427.8523,161021.1195,121345.6623,149409.646,145507.3195,151838.5054,147170.0618,134012.1372,132678.5666,135119.6856,138929.1596, ,0,0
"92",ANB0112,ANB  0112,DANB-IB-B12-BRRIGD,DANB,-52510-6582B58C4AA,"49",1.05,"0","0","390",DANB-EQ-TR3,1870841.097,1731446.229,1879445.232,1586875.993,1687325.567,1651389.247,1695061.051,1821004.044,1692719.423,1822766.684,1837906.175,1868031.339,0,133753.1923,454408.2059,40983.59236,0,407276.3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145265.5621,126048.7361,146559.9562,107792.7831,131159.4055,121817.2026,133410.6785,136642.8148,126071.9366,125372.5945,131691.6606,137291.815, ,0,0
"93",ANC0100,ANC  0100,DANC-IB-B12-BRRIGD,DANC,06048-51422B58D67A,"49",1.05,"1","0","390",DANC-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"94",ANC0101,ANC  0101,DANC-IB-B12-BRRIGD,DANC,007480-1422B58D67A,"49",1.05,"1","0","390",DANC-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"95",ANC0102,ANC  0102,DANC-IB-B12-BRRIGD,DANC,04848-51422B58D67A,"49",1.05,"0","0","390",DANC-EQ-TR2,477218.6501,417732.5533,504935.5467,390581.4502,436656.9533,437609.9547,447586.4287,478291.6187,428496.4598,418471.6194,454212.2563,459308.2075,0,3458.924774,79362.12005,34536.29578,0,142213.1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38468.72597,31477.45512,40543.34087,33780.24096,35623.34089,33826.93207,37553.13362,37508.58297,36847.31192,31446.32629,36331.64601,34787.24971, ,0,0
"96",ANC0103,ANC  0103,DANC-IB-B12-BRRIGD,DANC,00748-51422B58D67A,"49",1.05,"0","0","390",DANC-EQ-TR1,379331.9451,342976.1248,391535.7894,322741.0956,375469.2926,335895.7607,346361.4964,383929.5147,343896.7099,357566.8302,323728.7309,344447.975,0,3659.775422,69396.54064,23431.78659,0,105133.5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30363.52502,25795.15359,31403.05381,28231.94196,30469.05866,26164.78448,29051.21191,30300.68579,29688.78539,26891.54281,26295.15619,26381.39063, ,0,0
"97",ANC0104,ANC  0104,DANC-IB-B12-BRRIGD,DANC,01348-51422B58D67A,"49",1.05,"0","0","390",DANC-EQ-TR1,2743115.464,2483658.386,2840699.532,2398801.824,2656812.015,2489107.665,2606974.626,2711538.642,2581094.882,2682318.522,2446697.479,2797621.023,0,337670.0985,590759.1533,96876.6944,0,509481.1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214338.9503,182002.6281,222953.4635,166900.7369,208067.529,183257.8403,207638.6368,206741.8486,200502.8958,186654.7034,184819.4542,207457.9504, ,0,0
"98",ANC0105,ANC  0105,DANC-IB-B12-BRRIGD,DANC,060480-1422B58D67A,"49",1.05,"0","0","390",DANC-EQ-TR2,854295.4515,931057.5424,1010344.7,834991.256,864885.5132,840770.6478,841086.193,879568.7276,855015.616,854246.2674,826937.8999,830644.3149,0,47656.78877,162285.1295,36622.46273,0,232067.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67582.37315,69080.08206,80126.5753,63565.4729,68993.86621,64476.40518,68954.31003,68769.16006,72798.63728,64419.33058,68292.56867,64157.14106, ,0,0
"99",ANC0106,ANC  0106,DANC-IB-B12-BRRIGD,DANC,01948-51422B58D67A,"49",1.05,"0","0","390",DANC-EQ-TR1,1572748.714,1275545.243,1336185.053,1317921.94,1347226.261,1244098.727,1190587.632,1297690.959,1199365.508,1379355.484,1236748.333,1211837.276,0,47190.22151,488352.7781,15923.92193,0,250537.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121122.6412,91930.63471,103438.9224,75568.66585,103250.592,89785.47084,91642.11133,96651.57637,84915.34701,89735.01835,79453.10803,86262.06148, ,0,0
"100",ANC0107,ANC  0107,DANC-IB-B12-BRRIGD,DANC,013480-1422B58D67A,"49",1.05,"0","0","390",DANC-EQ-TR1,3152047.126,2823052.845,2910782.15,2648559.466,2849608.382,2683569.891,2828470.78,2942922.289,2886753.382,2899132.976,2929167.277,2782597.664,0,465305.0644,503284.1994,91281.91053,0,566923.6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247229.4515,207712.739,229099.4438,185513.8471,223713.1238,200334.6018,225624.0735,224430.683,224007.3346,201183.3803,208506.7904,204075.85, ,0,0
"101",ANC0108,ANC  0108,DANC-IB-B12-BRRIGD,DANC,04248-51422B58D67A,"49",1.05,"0","0","390",DANC-EQ-TR2,3172334.516,2820558.976,3097235.587,2847402.567,2923837.917,2850366.612,2969801.655,3010982.863,2908108.78,3233136.818,3100456.745,2950792.293,0,311632.8998,551273.8834,136612.1233,0,673412.6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250964.4316,209205.357,245537.4164,219427.6595,232256.9006,216382.4701,240944.4458,232095.0316,236892.2375,229878.1091,231949.3984,220130.5913, ,0,0
"102",ANC0109,ANC  0109,DANC-IB-B12-BRRIGD,DANC,042480-1422B58D67A,"49",1.05,"0","0","390",DANC-EQ-TR2,2945029.178,2685712.632,2944104.446,2601667.872,2728465.386,2672576.455,2781469.553,2853472.497,2770295.465,2618943.472,2750369.953,2691084.077,0,234019.5206,588646.7817,153275.4027,0,644265.2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232667.5351,198867.3742,233118.5613,194473.1624,215356.8031,201542.0833,224204.7359,218882.516,220049.2999,183169.9418,199265.9492,198065.8278, ,0,0
